Batting,,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Game_num
Cedric Mullins CF,Apr 27,4,1,1,0,0,0,4,0.217,0.316,0.377,0.693,13,9,-0.07,1.22,0.036,-0.11%,-0.03%,0.98,-0.8,1,0,,1
Trey Mancini 1B,Apr 27,3,0,0,0,1,1,4,0.224,0.28,0.313,0.593,18,11,-0.052,0.98,0.025,-0.08%,-0.03%,0.79,-0.4,7,0,,1
Anthony Santander DH,Apr 27,4,1,1,2,0,2,4,0.241,0.421,0.431,0.852,13,11,0.192,0.99,0.255,-0.06%,0.09%,0.8,1.2,,,HR,1
Austin Hays LF,Apr 27,3,0,0,0,0,0,4,0.238,0.333,0.397,0.73,13,7,-0.039,0.71,0.018,-0.06%,-0.02%,0.57,-0.5,3,0,HBP,1
Ramon Urias 3B,Apr 27,4,0,2,0,0,1,4,0.203,0.242,0.237,0.479,15,10,0.037,0.76,0.066,-0.03%,0.02%,0.61,0.2,0,1,,1
Robinson Chirinos C,Apr 27,4,0,0,0,0,1,4,0.189,0.318,0.243,0.561,18,10,-0.142,1.36,0,-0.14%,-0.07%,1.1,-1.2,9,1,,1
Chris Owings 2B,Apr 27,2,0,0,0,0,1,2,0.143,0.294,0.143,0.437,4,4,-0.041,0.79,0,-0.04%,-0.02%,0.64,-0.4,0,0,,1
Jorge Mateo SS,Apr 27,3,0,1,0,0,0,3,0.237,0.286,0.305,0.591,8,6,-0.04,1.23,0.066,-0.11%,-0.02%,0.99,-0.2,1,3,"2B,CS",1
Ryan McKenna RF,Apr 27,2,0,0,0,0,0,3,0.167,0.267,0.25,0.517,8,6,-0.009,1.16,0.042,-0.05%,0.00%,0.93,0,3,0,HBP,1
Cedric Mullins DH,Apr 28,4,1,0,0,0,0,5,0.205,0.31,0.356,0.666,12,8,-0.019,1.09,0.089,-0.11%,-0.01%,0.8,-0.3,,,HBP,1
Anthony Santander RF,Apr 28,5,0,0,0,0,1,5,0.222,0.395,0.397,0.792,30,18,-0.045,0.71,0.028,-0.07%,-0.02%,0.52,-0.8,4,0,,1
Trey Mancini 1B,Apr 28,5,1,2,1,0,1,5,0.236,0.288,0.333,0.621,22,13,-0.032,0.92,0.038,-0.07%,-0.01%,0.67,0.1,3,1,2B,1
Austin Hays LF,Apr 28,5,1,4,1,0,0,5,0.279,0.364,0.471,0.834,16,11,0.041,0.47,0.063,-0.02%,0.02%,0.34,1.5,1,0,3·2B,1
Rougned Odor 2B,Apr 28,5,1,3,1,0,2,5,0.2,0.288,0.289,0.577,17,11,-0.03,0.69,0.054,-0.08%,-0.01%,0.51,1,3,1,2·2B,1
Jorge Mateo SS,Apr 28,4,0,1,0,1,2,5,0.238,0.294,0.302,0.596,27,18,-0.018,0.88,0.036,-0.05%,-0.01%,0.64,-0.5,0,1,,1
Ryan McKenna CF,Apr 28,4,1,2,1,1,2,5,0.25,0.35,0.375,0.725,15,11,0.012,0.92,0.084,-0.07%,0.01%,0.67,0.9,2,0,2B,1
Anthony Bemboom C,Apr 28,3,0,0,0,0,2,4,0.13,0.231,0.174,0.405,14,10,-0.079,1.09,0,-0.08%,-0.03%,0.8,-0.9,9,1,SH,1
Kelvin Gutierrez 3B,Apr 28,5,0,2,1,0,2,5,0.148,0.258,0.185,0.443,17,13,0.045,0.73,0.116,-0.07%,0.02%,0.53,-0.4,1,2,,1
Cedric Mullins CF,Apr 29,4,0,0,0,0,2,4,0.195,0.295,0.338,0.633,12,10,-0.078,0.79,0,-0.08%,-0.03%,0.51,-0.8,1,1,,1
Trey Mancini RF,Apr 29,4,0,0,0,0,0,4,0.224,0.274,0.316,0.59,15,10,-0.049,0.48,0,-0.05%,-0.02%,0.32,-0.5,6,0,,1
Ryan Mountcastle 1B,Apr 29,4,1,2,1,0,0,4,0.247,0.276,0.342,0.619,15,10,0.077,0.67,0.097,-0.02%,0.03%,0.44,1.2,10,1,HR,1
Austin Hays DH,Apr 29,3,0,2,0,1,0,4,0.296,0.383,0.479,0.862,20,12,0.211,1.8,0.232,-0.02%,0.08%,1.17,1.4,,,,1
Ramon Urias 2B,Apr 29,4,0,1,0,0,0,4,0.206,0.254,0.238,0.492,20,14,-0.044,2.13,0.073,-0.12%,-0.02%,1.39,-0.1,0,4,,1
Tyler Nevin 3B,Apr 29,4,0,0,0,0,1,4,0,0,0,0,15,9,-0.302,1.97,0,-0.30%,-0.12%,1.29,-2.4,1,2,GDP,1
Robinson Chirinos C,Apr 29,1,0,0,0,1,1,2,0.184,0.326,0.237,0.563,8,3,-0.005,1.09,0.018,-0.02%,0.00%,0.71,-0.1,2,0,,1
Jorge Mateo SS,Apr 29,2,0,0,0,0,2,2,0.231,0.286,0.292,0.578,8,6,-0.068,1.27,0,-0.07%,-0.03%,0.83,-0.6,1,5,,1
Ryan McKenna LF,Apr 29,2,0,0,0,0,1,2,0.222,0.318,0.333,0.652,6,5,-0.036,0.7,0,-0.04%,-0.01%,0.46,-0.3,3,0,,1
Cedric Mullins CF,Apr 30,4,1,2,0,0,1,4,0.21,0.304,0.37,0.675,14,10,0.072,0.84,0.107,-0.04%,0.03%,0.5,0.1,1,0,2·2B,1
Anthony Santander RF,Apr 30,4,0,1,1,0,2,4,0.224,0.402,0.388,0.79,20,14,0.187,1.86,0.293,-0.11%,0.07%,1.11,0.2,4,0,,1
Ryan Mountcastle 1B,Apr 30,4,0,1,0,0,1,4,0.247,0.275,0.338,0.613,16,11,0.034,1.73,0.115,-0.08%,0.01%,1.03,0.1,11,1,,1
Austin Hays LF,Apr 30,4,0,1,0,0,0,4,0.293,0.376,0.467,0.843,10,6,0.084,1.73,0.154,-0.07%,0.03%,1.03,0.7,2,0,,1
Rougned Odor 2B,Apr 30,4,0,0,0,0,0,4,0.18,0.263,0.26,0.523,16,8,-0.225,2.15,0,-0.23%,-0.08%,1.28,-1.3,2,6,,1
Ramon Urias 3B,Apr 30,4,0,0,0,0,2,4,0.194,0.239,0.224,0.463,20,14,-0.184,1.96,0,-0.18%,-0.07%,1.17,-1,1,3,,1
Tyler Nevin DH,Apr 30,3,0,0,0,0,1,3,0,0,0,0,8,7,-0.172,2.01,0,-0.17%,-0.06%,1.2,-0.9,,,,1
Robinson Chirinos C,Apr 30,4,0,0,0,0,1,4,0.167,0.3,0.214,0.514,17,12,0.058,2.1,0.187,-0.13%,0.02%,1.25,0.3,6,0,,1
Chris Owings SS,Apr 30,3,0,0,0,0,1,3,0.111,0.238,0.111,0.349,12,8,-0.092,1.25,0,-0.09%,-0.03%,0.74,-0.5,2,3,,1
Cedric Mullins CF,May 1,5,0,2,0,0,0,5,0.221,0.309,0.372,0.681,22,15,0.069,0.89,0.131,-0.06%,0.03%,0.54,-0.2,2,0,CS,1
Anthony Santander RF,May 1,3,1,2,3,0,0,4,0.243,0.407,0.4,0.807,16,12,0.068,1.2,0.144,-0.08%,0.02%,0.72,1.6,1,0,"CS,SF",1
Ryan Mountcastle DH,May 1,3,0,1,1,1,1,4,0.25,0.286,0.338,0.623,19,11,-0.07,0.88,0.01,-0.08%,-0.03%,0.53,0.4,,,IW,1
Austin Hays LF,May 1,5,0,0,0,0,2,5,0.275,0.356,0.438,0.793,16,11,-0.149,0.99,0,-0.15%,-0.05%,0.6,-2.3,0,0,,1
Rougned Odor 2B,May 1,5,2,2,1,0,1,5,0.2,0.274,0.327,0.601,22,14,0.104,0.51,0.12,-0.02%,0.04%,0.31,0.7,3,2,HR,1
Ramon Urias 3B,May 1,3,2,1,0,1,0,4,0.2,0.253,0.243,0.496,15,9,0.16,0.74,0.171,-0.01%,0.06%,0.45,1.2,1,3,2B,1
Tyler Nevin 1B,May 1,2,2,1,2,1,0,4,0.111,0.273,0.111,0.384,14,7,0.113,0.91,0.138,-0.03%,0.04%,0.55,1.5,10,1,HBP,1
Anthony Bemboom C,May 1,3,1,1,0,1,2,4,0.148,0.258,0.185,0.443,16,9,-0.028,0.64,0.02,-0.05%,-0.01%,0.39,0.7,7,0,,1
Jorge Mateo SS,May 1,4,1,2,2,0,0,4,0.246,0.297,0.319,0.616,13,11,0.046,0.52,0.058,-0.01%,0.02%,0.31,1.5,2,3,2B,1
Cedric Mullins CF,May 2,4,0,1,0,0,1,4,0.222,0.307,0.367,0.674,11,9,-0.126,1.56,0.014,-0.14%,-0.05%,1.02,-0.6,4,0,,1
Austin Hays LF,May 2,3,0,0,0,1,1,4,0.265,0.351,0.422,0.773,19,9,-0.064,1.27,0.044,-0.11%,-0.03%,0.83,-0.3,0,0,,1
Anthony Santander RF,May 2,4,0,1,0,0,0,4,0.243,0.4,0.392,0.792,16,12,-0.008,1.75,0.115,-0.12%,0.00%,1.15,0.1,3,0,,1
Ryan Mountcastle 1B,May 2,4,0,0,0,0,1,4,0.238,0.273,0.321,0.594,11,8,-0.313,1.91,0,-0.31%,-0.12%,1.24,-1.7,6,1,GDP,1
Tyler Nevin DH,May 2,4,0,1,0,0,1,4,0.154,0.267,0.154,0.421,18,13,-0.081,1.22,0.026,-0.11%,-0.03%,0.79,-0.2,,,,1
Rougned Odor 2B,May 2,3,1,1,0,0,1,3,0.207,0.277,0.362,0.639,12,10,0.09,1.33,0.143,-0.05%,0.03%,0.87,0.6,1,2,3B,1
Ramon Urias 3B,May 2,2,0,0,1,0,1,3,0.194,0.244,0.236,0.48,10,7,-0.073,1.27,0,-0.07%,-0.03%,0.83,-0.6,1,0,SF,1
Robinson Chirinos C,May 2,2,0,0,0,1,1,3,0.159,0.302,0.205,0.506,25,16,0.052,1.44,0.098,-0.05%,0.02%,0.94,0,7,1,,1
Jorge Mateo SS,May 2,3,0,0,0,0,1,3,0.236,0.286,0.306,0.591,13,8,-0.123,1.75,0,-0.12%,-0.05%,1.14,-0.6,3,3,,1
Cedric Mullins CF,May 3,5,1,1,0,0,1,5,0.221,0.302,0.368,0.67,12,11,0.018,0.87,0.093,-0.08%,0.01%,0.54,-0.3,4,0,2B,1
Trey Mancini DH,May 3,4,0,2,1,0,1,4,0.238,0.284,0.325,0.609,17,15,0.117,0.98,0.151,-0.03%,0.04%,0.61,0.9,,,,1
Anthony Santander RF,May 3,2,0,0,0,1,0,4,0.237,0.404,0.382,0.786,26,13,-0.02,0.99,0.033,-0.05%,-0.01%,0.62,-0.1,1,0,HBP,1
Ryan Mountcastle 1B,May 3,4,0,0,0,0,1,4,0.227,0.261,0.307,0.568,8,8,-0.126,1.36,0,-0.13%,-0.05%,0.85,-1.1,8,1,,1
Austin Hays LF,May 3,4,1,2,0,0,0,4,0.276,0.357,0.425,0.782,12,7,0.011,1.17,0.075,-0.06%,0.00%,0.73,-0.1,3,0,,1
Rougned Odor 2B,May 3,4,0,1,0,0,2,4,0.21,0.275,0.371,0.646,12,9,0.054,1.36,0.142,-0.09%,0.02%,0.85,0.3,2,1,2B,1
Ramon Urias 3B,May 3,2,0,1,0,0,0,2,0.203,0.25,0.243,0.493,6,4,-0.018,0.62,0.009,-0.03%,-0.01%,0.39,0.1,0,2,,1
Anthony Bemboom C,May 3,4,0,0,0,0,2,4,0.129,0.229,0.161,0.39,15,9,-0.175,1.12,0,-0.18%,-0.07%,0.7,-1.9,7,1,,1
Jorge Mateo SS,May 3,4,0,0,0,0,1,4,0.224,0.272,0.289,0.561,13,10,-0.086,0.79,0,-0.09%,-0.03%,0.49,-1,0,5,,1
Cedric Mullins CF,May 4,5,2,2,2,0,1,5,0.23,0.306,0.4,0.706,16,11,0.139,0.55,0.164,-0.02%,0.04%,0.3,1.1,0,0,HR,1
Trey Mancini DH,May 4,3,2,3,0,1,0,4,0.265,0.315,0.349,0.665,16,9,0.123,0.52,0.123,0.00%,0.04%,0.28,1.9,,,,1
Anthony Santander RF,May 4,3,2,1,1,1,0,4,0.241,0.408,0.38,0.788,17,9,0.048,0.81,0.083,-0.04%,0.02%,0.44,0.8,2,0,,1
Austin Hays LF,May 4,3,0,1,2,0,1,4,0.278,0.353,0.422,0.775,16,13,0.035,0.83,0.07,-0.04%,0.01%,0.45,0.4,2,0,SF,1
Ryan Mountcastle 1B,May 4,4,0,2,1,0,1,4,0.239,0.271,0.326,0.597,13,12,0.029,0.51,0.077,-0.05%,0.01%,0.28,0.2,9,0,"2B,GDP",1
Rougned Odor 2B,May 4,4,1,1,1,0,1,4,0.212,0.274,0.364,0.638,15,11,0.007,0.64,0.05,-0.04%,0.00%,0.35,0,5,5,,1
Ramon Urias 3B,May 4,4,1,1,2,0,1,4,0.205,0.25,0.282,0.532,12,10,0.032,0.41,0.065,-0.03%,0.01%,0.22,1.3,1,1,HR,1
Robinson Chirinos C,May 4,4,0,0,0,0,2,4,0.146,0.281,0.188,0.468,11,10,-0.028,0.25,0,-0.03%,-0.01%,0.14,-0.7,6,0,,1
Jorge Mateo SS,May 4,4,1,1,0,0,1,4,0.225,0.271,0.3,0.571,9,7,0.052,0.41,0.069,-0.02%,0.02%,0.23,0.1,2,5,2B,1
Cedric Mullins CF,May 5,3,1,2,1,0,1,4,0.243,0.322,0.447,0.768,17,13,0.168,1.36,0.198,-0.03%,0.06%,0.81,1.5,1,0,"HR,2B,HBP",1
Trey Mancini DH,May 5,4,0,0,0,0,2,4,0.253,0.302,0.333,0.635,10,8,-0.165,1.47,0,-0.17%,-0.06%,0.88,-1.2,,,,1
Anthony Santander RF,May 5,4,0,1,0,0,1,4,0.241,0.402,0.373,0.775,16,12,-0.083,0.99,0.011,-0.09%,-0.03%,0.59,-0.6,3,0,,1
Austin Hays LF,May 5,4,1,2,1,0,1,4,0.287,0.358,0.457,0.816,11,8,0.296,1.15,0.349,-0.05%,0.11%,0.69,0.8,1,1,HR,1
Ryan Mountcastle 1B,May 5,4,2,2,2,0,1,4,0.25,0.28,0.396,0.676,17,13,0.059,1.05,0.187,-0.13%,0.02%,0.63,1,8,2,"2·HR,GDP",1
Rougned Odor 2B,May 5,4,0,1,0,0,2,4,0.214,0.273,0.357,0.63,19,12,-0.045,0.55,0.006,-0.05%,-0.02%,0.33,-0.2,3,2,,1
Ramon Urias 3B,May 5,4,0,1,0,0,2,4,0.207,0.25,0.28,0.53,16,11,-0.048,0.69,0.011,-0.06%,-0.02%,0.42,-0.5,1,4,,1
Robinson Chirinos C,May 5,4,0,0,0,0,2,4,0.135,0.262,0.173,0.435,18,11,-0.066,0.63,0,-0.07%,-0.02%,0.38,-0.7,7,1,,1
Jorge Mateo SS,May 5,3,1,2,1,0,0,3,0.241,0.284,0.373,0.658,14,9,0.185,1.05,0.21,-0.03%,0.07%,0.63,1,2,3,"HR,3B",1
Cedric Mullins CF,May 8,5,0,2,1,0,1,5,0.25,0.325,0.454,0.779,16,11,0.067,1.02,0.147,-0.08%,0.02%,0.6,1,3,0,2B,1
Trey Mancini DH,May 8,5,0,2,0,0,0,5,0.261,0.307,0.337,0.644,18,12,0.026,1.49,0.131,-0.11%,0.01%,0.86,0.2,,,,1
Anthony Santander RF,May 8,5,0,0,0,0,1,5,0.227,0.384,0.352,0.736,23,15,-0.286,1.6,0,-0.29%,-0.10%,0.93,-1.9,4,0,GDP,1
Austin Hays LF,May 8,4,2,4,0,1,0,5,0.316,0.387,0.48,0.867,19,10,0.161,0.93,0.161,0.00%,0.06%,0.54,1.3,3,0,,1
Ryan Mountcastle 1B,May 8,5,1,4,1,0,0,5,0.277,0.305,0.426,0.731,25,20,0.194,1.66,0.267,-0.07%,0.07%,0.96,1.1,4,0,2B,1
Rougned Odor 2B,May 8,5,0,1,2,0,0,5,0.213,0.268,0.36,0.628,15,10,0.195,2.79,0.446,-0.25%,0.07%,1.62,0,4,1,2B,1
Ramon Urias 3B,May 8,4,0,1,0,0,3,4,0.209,0.25,0.279,0.529,16,11,-0.049,1.45,0.064,-0.11%,-0.02%,0.84,-0.7,0,1,,1
Anthony Bemboom C,May 8,4,0,0,0,0,0,4,0.114,0.205,0.143,0.348,13,9,-0.148,1.53,0,-0.15%,-0.05%,0.89,-1,6,0,,1
Jorge Mateo SS,May 8,4,1,1,0,0,1,4,0.241,0.283,0.368,0.65,8,7,-0.079,1.11,0.024,-0.10%,-0.03%,0.64,-0.4,3,3,SB,1
Cedric Mullins CF,May 8,5,1,1,0,0,0,5,0.248,0.32,0.442,0.762,18,13,0.09,1.04,0.141,-0.05%,0.03%,0.55,0.6,4,0,SB,2
Trey Mancini DH,May 8,4,1,1,0,0,0,4,0.26,0.305,0.333,0.638,21,15,-0.001,0.88,0.054,-0.06%,0%,0.47,-0.2,,,,2
Austin Hays LF,May 8,3,1,1,0,1,0,4,0.317,0.391,0.485,0.876,13,9,0.063,0.76,0.077,-0.01%,0.02%,0.41,0.9,1,0,2B,2
Ryan Mountcastle 1B,May 8,4,0,1,1,0,2,4,0.276,0.303,0.419,0.722,20,13,0.001,0.76,0.064,-0.06%,0%,0.4,-0.1,6,0,SB,2
Ramon Urias 3B,May 8,3,1,1,1,0,2,4,0.213,0.25,0.292,0.542,18,14,-0.029,0.63,0.015,-0.04%,-0.01%,0.34,-0.7,1,3,"2B,SF",2
Tyler Nevin RF,May 8,3,0,1,1,1,0,4,0.176,0.333,0.176,0.51,14,6,0.054,0.64,0.076,-0.02%,0.02%,0.34,0.6,1,0,,2
Jorge Mateo SS,May 8,4,0,1,0,0,1,4,0.242,0.281,0.363,0.644,12,8,-0.045,0.58,0.008,-0.05%,-0.01%,0.31,-0.6,1,1,,2
Robinson Chirinos C,May 8,4,0,1,0,0,2,4,0.143,0.262,0.179,0.44,13,11,-0.039,0.52,0.009,-0.05%,-0.01%,0.28,-0.5,10,0,,2
Chris Owings 2B,May 8,1,0,0,0,3,0,4,0.105,0.32,0.105,0.425,26,14,0.033,0.43,0.052,-0.02%,0.01%,0.23,0.1,2,3,GDP,2
Cedric Mullins CF,May 9,4,0,0,0,0,1,4,0.239,0.31,0.427,0.737,19,11,-0.115,0.9,0,-0.12%,-0.04%,0.53,-1.3,6,0,,1
Trey Mancini 1B,May 9,4,1,3,1,0,0,4,0.28,0.321,0.35,0.671,10,7,0.179,0.93,0.195,-0.02%,0.06%,0.55,2.1,8,0,,1
Anthony Santander RF,May 9,3,1,1,0,1,1,4,0.231,0.388,0.352,0.74,16,7,-0.034,0.65,0.014,-0.05%,-0.01%,0.39,0.2,1,0,,1
Austin Hays LF,May 9,3,1,2,0,0,0,4,0.327,0.403,0.5,0.903,10,6,0.105,0.81,0.107,0.00%,0.04%,0.48,0.7,2,0,"2B,HBP",1
Ryan Mountcastle DH,May 9,4,0,1,2,0,0,4,0.275,0.301,0.413,0.714,16,13,-0.052,1.08,0.069,-0.12%,-0.02%,0.64,0.3,,,,1
Rougned Odor 2B,May 9,4,0,0,0,0,0,4,0.203,0.256,0.342,0.598,13,8,-0.096,0.73,0,-0.10%,-0.03%,0.43,-1.3,1,3,GDP,1
Tyler Nevin 3B,May 9,3,1,0,0,1,1,4,0.15,0.32,0.15,0.47,18,12,0.009,0.54,0.038,-0.03%,0.00%,0.32,-0.4,0,2,,1
Anthony Bemboom C,May 9,3,1,1,0,1,1,4,0.132,0.233,0.184,0.417,16,9,0.218,1.04,0.238,-0.02%,0.08%,0.62,1.4,7,1,2B,1
Jorge Mateo SS,May 9,4,1,1,1,0,1,4,0.242,0.28,0.358,0.638,16,11,0.099,0.73,0.114,-0.01%,0.03%,0.43,0.4,2,2,SB,1
Cedric Mullins CF,May 10,5,2,4,2,0,0,5,0.262,0.328,0.467,0.796,10,8,0.19,0.51,0.211,-0.02%,0.07%,0.31,2.3,2,0,"HR,SB",1
Trey Mancini DH,May 10,4,0,1,1,0,2,5,0.279,0.325,0.346,0.671,18,12,0.016,0.47,0.047,-0.03%,0.01%,0.29,0.7,,,HBP,1
Anthony Santander LF,May 10,5,0,3,1,0,0,5,0.25,0.397,0.375,0.772,17,13,0.079,0.41,0.089,-0.01%,0.03%,0.25,1,2,0,2B,1
Austin Hays RF,May 10,5,0,0,0,0,1,5,0.312,0.387,0.477,0.864,14,10,-0.078,0.49,0,-0.08%,-0.03%,0.3,-1.7,2,0,,1
Ryan Mountcastle 1B,May 10,3,0,0,0,1,1,4,0.268,0.299,0.402,0.701,28,16,-0.042,0.62,0.004,-0.05%,-0.01%,0.38,-0.4,6,0,,1
Tyler Nevin 3B,May 10,4,1,1,1,0,2,4,0.167,0.31,0.292,0.602,17,11,0.048,0.55,0.09,-0.04%,0.02%,0.33,0,0,1,HR,1
Jorge Mateo SS,May 10,4,0,1,0,0,0,4,0.242,0.279,0.364,0.642,15,13,-0.008,0.3,0.017,-0.03%,0.00%,0.18,0.1,1,2,2B,1
Robinson Chirinos C,May 10,3,0,0,0,0,0,4,0.136,0.261,0.169,0.43,14,6,-0.03,0.42,0.005,-0.04%,-0.01%,0.26,-0.1,12,0,HBP,1
Chris Owings 2B,May 10,4,2,1,0,0,1,4,0.13,0.31,0.174,0.484,10,7,0.004,0.43,0.047,-0.04%,0.00%,0.26,-1.1,2,3,"2B,GDP",1
Cedric Mullins DH,May 11,3,0,1,0,1,1,4,0.264,0.333,0.464,0.797,20,11,0.026,0.49,0.048,-0.02%,0.01%,0.31,0.4,,,,1
Trey Mancini 1B,May 11,4,0,1,0,0,1,4,0.278,0.322,0.343,0.665,16,11,-0.056,0.65,0,-0.06%,-0.02%,0.41,-0.7,6,2,GDP,1
Anthony Santander RF,May 11,3,0,1,0,0,1,3,0.253,0.395,0.374,0.769,17,12,-0.037,0.55,0.003,-0.04%,-0.01%,0.35,-0.3,2,0,,1
Austin Hays CF,May 11,4,0,0,0,0,0,4,0.301,0.375,0.46,0.835,14,12,-0.057,0.55,0,-0.06%,-0.02%,0.35,-1.1,3,0,,1
Rougned Odor 2B,May 11,4,0,0,0,0,0,4,0.193,0.244,0.325,0.57,13,10,-0.023,0.23,0,-0.02%,-0.01%,0.14,-0.2,1,3,,1
Jorge Mateo SS,May 11,4,1,1,0,0,1,4,0.243,0.278,0.359,0.637,17,12,-0.007,0.14,0.005,-0.01%,0.00%,0.09,-0.6,1,1,,1
Tyler Nevin LF,May 11,3,0,0,0,0,1,3,0.148,0.281,0.259,0.541,11,8,-0.026,0.35,0,-0.03%,-0.01%,0.22,-0.6,2,0,,1
Robinson Chirinos C,May 11,3,0,1,1,0,0,3,0.145,0.264,0.194,0.457,9,7,-0.003,0.27,0.012,-0.02%,0.00%,0.17,0.7,6,1,2B,1
Chris Owings 3B,May 11,3,0,0,0,0,1,3,0.115,0.281,0.154,0.435,11,7,-0.016,0.2,0,-0.02%,-0.01%,0.13,-0.6,1,2,,1
Cedric Mullins CF,May 12,4,0,1,1,0,0,4,0.264,0.331,0.457,0.788,9,8,0.027,0.69,0.075,-0.05%,0.01%,0.43,0.4,1,0,,1
Austin Hays RF,May 12,4,0,0,0,0,1,4,0.291,0.364,0.444,0.808,12,10,-0.057,0.56,0,-0.06%,-0.02%,0.35,-0.7,2,0,,1
Trey Mancini 1B,May 12,4,0,2,0,0,0,4,0.286,0.328,0.348,0.676,16,11,0.04,0.6,0.061,-0.02%,0.01%,0.37,0.3,8,0,,1
Anthony Santander DH,May 12,4,0,0,0,0,2,4,0.243,0.383,0.359,0.742,13,10,-0.094,0.99,0,-0.09%,-0.03%,0.62,-1,,,,1
Tyler Nevin LF,May 12,4,0,1,0,0,0,4,0.161,0.278,0.258,0.536,20,12,-0.011,0.74,0.035,-0.05%,0.00%,0.46,-0.1,1,0,,1
Jorge Mateo SS,May 12,4,1,1,1,0,0,4,0.243,0.277,0.383,0.66,16,10,0.034,0.97,0.115,-0.08%,0.01%,0.6,0.1,4,4,HR,1
Rylan Bannon 3B,May 12,4,0,1,0,0,1,4,0.25,0.25,0.25,0.5,13,8,-0.059,0.8,0.011,-0.07%,-0.02%,0.5,-0.6,1,4,,1
Anthony Bemboom C,May 12,4,1,1,1,0,2,4,0.14,0.229,0.256,0.485,19,13,0.089,0.61,0.14,-0.05%,0.03%,0.38,0.5,9,0,HR,1
Chris Owings 2B,May 12,3,1,1,0,0,1,3,0.138,0.286,0.172,0.458,10,6,-0.022,0.59,0.016,-0.04%,-0.01%,0.36,-0.2,1,2,SB,1
Cedric Mullins CF,May 13,5,0,2,0,0,1,5,0.269,0.333,0.455,0.789,27,21,-0.165,2.15,0.114,-0.28%,-0.07%,1.45,-0.7,0,0,"SB,GDP",1
Jorge Mateo SS,May 13,4,0,1,0,0,1,5,0.243,0.282,0.378,0.66,16,14,0.039,1.3,0.129,-0.09%,0.02%,0.87,-0.1,1,2,"SB,HBP",1
Trey Mancini DH,May 13,3,1,1,1,1,0,5,0.287,0.339,0.374,0.712,22,14,0.144,1.48,0.214,-0.07%,0.06%,0.99,1.3,,,"HR,HBP",1
Anthony Santander RF,May 13,5,1,1,1,0,1,5,0.241,0.376,0.38,0.756,15,10,-0.255,1.97,0.062,-0.32%,-0.10%,1.32,-1.2,2,0,"HR,GDP",1
Tyler Nevin 1B,May 13,3,0,0,0,2,1,5,0.147,0.293,0.235,0.528,20,10,0.079,1.81,0.181,-0.10%,0.03%,1.21,0.1,9,0,,1
Rougned Odor 2B,May 13,4,0,1,0,0,0,4,0.195,0.245,0.322,0.567,12,9,-0.062,1.22,0.032,-0.09%,-0.03%,0.82,-0.5,1,2,,1
Rylan Bannon 3B,May 13,5,0,1,0,0,1,5,0.222,0.222,0.222,0.444,17,12,-0.09,2.01,0.094,-0.18%,-0.04%,1.35,-0.5,1,4,,1
Robinson Chirinos C,May 13,2,0,0,0,2,2,4,0.141,0.276,0.188,0.464,18,8,-0.062,1.5,0.045,-0.11%,-0.03%,1,-0.2,8,0,,1
Chris Owings LF,May 13,2,0,1,0,2,0,4,0.161,0.333,0.194,0.527,18,9,0.081,1.61,0.128,-0.05%,0.03%,1.08,0.4,2,0,,1
Cedric Mullins CF,May 14,4,0,1,0,0,0,4,0.268,0.331,0.449,0.78,11,10,-0.08,0.82,0.017,-0.10%,-0.03%,0.51,-0.8,4,0,GDP,1
Trey Mancini DH,May 14,3,0,1,0,1,0,4,0.288,0.344,0.373,0.716,24,14,0.04,0.88,0.084,-0.04%,0.01%,0.54,0.4,,,,1
Anthony Santander RF,May 14,4,0,0,0,0,0,4,0.232,0.365,0.366,0.731,18,13,-0.2,1.28,0,-0.20%,-0.07%,0.8,-1.8,2,0,2·GDP,1
Ramon Urias 3B,May 14,4,0,1,0,0,1,4,0.213,0.248,0.298,0.545,21,14,0.019,0.61,0.058,-0.04%,0.01%,0.38,0,0,5,2B,1
Rougned Odor 2B,May 14,3,0,0,0,0,1,3,0.189,0.237,0.311,0.548,10,9,-0.098,1.26,0,-0.10%,-0.04%,0.78,-0.7,3,2,,1
Tyler Nevin 1B,May 14,3,0,1,0,0,1,3,0.162,0.295,0.243,0.539,17,13,0.008,0.93,0.049,-0.04%,0.00%,0.57,0.1,10,0,,1
Ryan McKenna LF,May 14,3,0,0,0,0,1,3,0.227,0.333,0.318,0.652,8,6,-0.056,1.13,0.04,-0.10%,-0.02%,0.7,-0.3,1,0,GDP,1
Anthony Bemboom C,May 14,2,0,0,0,1,1,3,0.133,0.235,0.244,0.48,12,4,-0.022,1.28,0.044,-0.07%,-0.01%,0.79,-0.2,4,0,,1
Chris Owings SS,May 14,3,0,0,0,0,1,3,0.147,0.31,0.176,0.486,12,10,-0.086,1.23,0,-0.09%,-0.03%,0.76,-0.8,0,1,,1
Cedric Mullins CF,May 15,4,0,0,0,0,4,4,0.261,0.323,0.437,0.759,18,15,-0.073,0.71,0,-0.07%,-0.03%,0.4,-0.8,3,0,,1
Ramon Urias 2B,May 15,3,0,1,0,1,0,4,0.216,0.257,0.299,0.556,22,14,0.059,0.65,0.076,-0.02%,0.02%,0.37,0.5,4,3,,1
